length, eff, eps, P_ht, r_bat, R_m, R_p, R_s
1.253326832622212728e-01,2.769709568236931041e-01,5.881190339222812646e-01,8.462920655928946045e-01,5.085334379398801508e-01,2.363901608057900603e+02,3.033415869409513377e+01,2.040954154142864070e+02
2.252730283606223516e-01,3.171731256550478495e-01,3.761339087850446017e-01,7.149581101026403207e-01,8.122555288658995787e-01,1.026569488504293162e+02,1.786780440889576482e+02,2.277736369883269063e+01
6.881070801779716473e-02,3.193332134401154487e-01,8.839624975127532980e-02,3.207957206021344598e-01,8.423271628470194727e-01,1.710947916986725090e+02,9.623130264690659885e+01,1.864014931308724385e+02
1.699831099493825382e-01,2.589605420925765733e-01,4.929231418512107776e-01,7.428214715353445574e-03,3.483165573804669624e-01,2.117997812525793790e+02,1.409919792038546120e+02,5.688228940597392125e+01
2.076711484106810029e-02,3.038250044368161484e-01,2.655333689069517278e-01,8.880010476905165762e-01,3.884763953597753505e-01,7.046358610948840351e+01,2.065228304063530231e+02,3.987566930258027753e+01
1.560398706558109930e-03,2.906016795628356686e-01,4.866182007455322478e-01,7.547600428604802625e-01,9.558396944119734728e-01,1.921425672166530774e+02,1.676833579045511158e+02,1.587276141613230891e+02
1.054487908873939644e-01,3.152349511524374370e-01,5.064216576480744525e-01,5.337303622478529741e-01,6.348623182017040234e-01,2.303333260651034919e+01,2.016959214437593175e+02,1.942994096412189151e+02
2.099238571843389800e-01,2.851848947376269261e-01,5.223253770726564715e-01,7.442367124887501462e-02,2.506129063134580615e-01,5.673361233688861915e+00,7.846812411092977868e+01,6.494388280186919360e+01
1.209732456513910037e-01,3.052826955136520026e-01,4.406838926487970931e-01,2.656551190436833854e-01,1.462785580556100369e-02,7.082961172022024243e+01,1.150288111530237245e+02,2.436285552809364106e+02
1.343739163610525311e-01,2.889008212310130164e-01,4.214560045192780602e-02,9.948740359260337396e-01,6.583721083507386718e-01,9.109321761198796708e+01,1.545686042112670862e+02,2.094372134395860883e+02
7.240305496018638320e-03,2.928019200342858452e-01,2.274112026610343451e-01,1.758879924447227239e-01,5.271993244892800856e-01,1.080698483558853518e+01,8.682420755969258153e+01,1.536489286516223274e+02
9.022093765493538475e-02,2.893364859791511257e-01,1.377339845054027512e-01,2.591439140304385713e-01,9.006748279067645635e-01,2.071518476457119959e+02,1.617970645788984712e+02,1.322601714624232550e+01
1.976446090235055852e-01,3.074513222648009858e-01,3.827139858836964836e-01,5.919777176733455049e-01,8.656801088102104025e-01,5.970555326152092590e+01,3.653387709779853942e+00,1.649481101602749504e+02
1.068268158692484565e-01,2.939792281165469756e-01,7.060555504813326166e-01,4.959789819265247313e-01,5.567667390763330060e-01,2.010743195602356082e+02,2.494819465093048905e+02,3.215741425899373240e+01
2.462703714927145793e-01,2.837627348402073091e-01,1.223918835483218254e-01,3.007002195890732255e-01,5.882045127514102800e-01,4.658947005882375691e+01,1.206608620215960457e+02,2.334154726981660417e+02
8.512474811479789349e-02,2.660797010583737521e-01,3.546539700288206531e-01,2.276378649489984030e-01,9.752479956007561457e-01,1.468581807130933328e+02,3.749806030811564739e+01,2.214600602029308902e+02
1.640946880099328556e-02,2.620914661776890808e-01,1.564809459947487658e-01,4.307663119107648098e-01,2.835314207460001290e-01,2.178562338122051756e+02,1.398930732417065599e+02,2.102347718477973046e+02
9.794703600341067573e-02,3.019145451575926953e-01,1.963853039103120035e-01,6.217721826468153301e-01,5.749095577410415769e-01,1.060126429969347015e+02,1.524078563916625662e+01,6.964641275661245245e+00
1.462255020200888544e-01,2.784358688004533455e-01,7.412687693780853349e-02,9.561426574078894791e-02,7.463437844932226950e-01,1.339928357159508323e+02,2.376451677811768093e+02,1.802462831452212129e+02
9.483179019585707969e-02,2.962419883971642021e-01,7.433502747479362460e-01,9.381730321420995722e-01,7.761577369646676106e-01,7.775465872052639327e+01,5.649702770470639024e+01,8.120490123831049800e+01
1.152157769665288801e-02,2.500014225972068127e-01,3.229825160969740372e-01,3.914958707199875376e-01,6.729680579191523737e-01,1.201656735583999023e+02,2.201406579573628619e+02,7.676054500142636527e+01
1.522785010588653953e-01,3.107105129630958196e-01,2.976563448292413594e-01,6.874239670352617626e-01,5.911249413660638052e-02,2.301849761965206085e+02,1.475499355803553101e+02,1.929298956813900290e+01
3.405825541729327194e-02,2.687954776891108843e-01,7.996430716761050439e-01,2.107542539328553510e-01,7.250059214802825336e-01,3.749109126476285780e+01,9.516258011128685723e+01,1.268792194626451675e+02
2.780494484441363781e-02,3.002188471058681585e-01,2.836454997958025581e-01,1.311612665825361290e-01,1.100290642521054713e-01,1.523897527861239780e+02,1.853811115054872971e+02,8.986531060044057995e+01
